sex,age,race,juv-fel-count,decile-score,juv-misd-count,juv-other-count,priors-count,days-b-screening-arrest,c-days-from-compas,c-charge-degree,is-recid,r-charge-degree,is-violent-recid,v-decile-score,c-jail-time,r-jail-time
Female,42,White,0,8,0,0,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,41,Non-White,0,4,0,0,7,0.0,0.0,3,0,1,Low,1,1.0,0.0
Male,34,White,0,6,0,1,5,-1.0,2.0,3,1,3,Low,5,1.0,108.0
Female,46,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,26,White,0,9,0,0,1,-1.0,1.0,3,0,1,Low,6,45.0,0.0
Female,28,White,0,6,0,0,0,-1.0,1.0,3,0,1,Low,3,2.0,0.0
Male,27,Non-White,0,2,0,0,1,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,30,Non-White,0,1,0,0,1,-48.0,48.0,3,0,1,Low,2,47.0,0.0
Male,23,White,0,9,0,2,2,0.0,0.0,3,1,2,Low,9,1.0,10.0
Female,37,Non-White,0,1,0,0,0,-2.0,2.0,2,1,2,Low,1,1.0,1.0
Male,26,Non-White,0,3,0,0,0,0.0,1.0,2,0,1,Low,5,419.0,0.0
Male,35,Non-White,0,2,0,0,5,-1.0,2.0,2,0,1,Low,1,1.0,0.0
Male,21,White,0,6,0,1,1,-1.0,1.0,3,1,2,Low,7,48.0,202.0
Male,45,Non-White,0,9,0,0,1,-70.0,70.0,3,0,1,Low,8,62.0,0.0
Female,22,Non-White,0,8,1,0,2,-1.0,1.0,2,1,2,Low,8,34.0,10.0
Female,22,White,0,9,0,1,5,-1.0,1.0,3,0,1,Low,4,14.0,0.0
Male,29,Non-White,0,8,0,0,6,-1.0,1.0,3,1,3,Low,4,35.0,22.0
Female,32,Non-White,0,7,0,0,3,-1.0,1.0,3,0,1,Low,2,34.0,0.0
Male,43,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Female,30,Non-White,0,2,0,0,0,-2.0,2.0,2,0,1,Low,2,1.0,0.0
Male,45,White,0,3,0,0,3,-1.0,1.0,2,1,2,High,2,92.0,0.0
Female,24,Non-White,0,4,0,0,2,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,31,White,0,8,0,0,4,0.0,0.0,3,1,2,Low,8,29.0,4.0
Male,56,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,42,Non-White,0,8,0,0,19,-1.0,1.0,3,0,1,Low,10,6.0,0.0
Female,44,Non-White,0,3,0,0,4,-85.0,86.0,3,1,2,Low,1,-1.0,16.0
Male,21,Non-White,0,7,0,0,0,0.0,1.0,3,0,1,Low,9,1.0,0.0
Male,24,Non-White,0,10,4,0,14,-1.0,1.0,3,1,3,High,10,180.0,0.0
Male,38,Non-White,0,6,0,0,11,-1.0,1.0,3,0,1,Low,2,18.0,0.0
Male,51,Non-White,0,9,0,0,22,-1.0,1.0,3,1,3,Low,2,34.0,145.0
Male,22,White,0,3,0,0,0,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Male,28,Non-White,0,8,0,0,5,-1.0,1.0,2,0,1,Low,6,1.0,0.0
Male,33,White,0,5,0,0,3,0.0,0.0,3,0,1,Low,4,315.0,0.0
Male,47,Non-White,0,8,0,1,19,-1.0,1.0,3,1,3,Low,3,212.0,153.0
Male,51,Non-White,0,4,0,0,0,-1.0,1.0,2,1,2,Low,1,30.0,1.0
Male,25,White,0,3,0,0,1,0.0,0.0,2,0,1,Low,4,42.0,0.0
Male,55,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,7.0,0.0
Male,53,Non-White,0,1,0,0,1,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,30,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,2.0,0.0
Male,31,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,33,White,0,6,0,0,0,0.0,0.0,3,1,2,High,3,1.0,28.0
Male,35,Non-White,0,4,0,0,5,-1.0,1.0,3,1,3,High,3,225.0,242.0
Male,39,Non-White,0,4,0,0,0,0.0,0.0,2,0,1,Low,2,1.0,0.0
Male,20,Non-White,13,10,0,1,13,-1.0,1.0,3,0,1,Low,8,124.0,0.0
Female,33,Non-White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,59,Non-White,0,1,0,0,1,-25.0,25.0,2,0,1,Low,1,1.0,0.0
Male,30,Non-White,0,9,0,0,1,-1.0,1.0,3,0,1,Low,6,16.0,0.0
Male,29,White,0,6,0,0,7,-15.0,15.0,3,0,1,Low,6,14.0,0.0
Female,33,White,0,7,0,0,1,-1.0,1.0,3,0,1,Low,5,84.0,0.0
Male,27,Non-White,0,7,0,0,2,-1.0,1.0,3,1,2,Low,7,132.0,0.0
Female,29,Non-White,0,7,0,0,9,-1.0,1.0,3,1,3,Low,5,14.0,1.0
Male,26,Non-White,0,8,0,0,11,64.0,150.0,3,1,2,High,5,241.0,0.0
Male,45,Non-White,0,7,0,0,14,133.0,497.0,3,0,1,Low,2,168.0,0.0
Male,24,Non-White,0,10,0,3,3,-1.0,1.0,3,1,2,High,9,44.0,0.0
Male,43,Non-White,0,9,0,0,5,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Male,31,White,0,5,0,0,1,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Female,50,White,0,2,0,0,2,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,42,Non-White,0,9,0,0,10,0.0,1.0,3,0,1,Low,6,67.0,0.0
Male,37,Non-White,0,7,0,0,11,-1.0,1.0,2,1,2,High,3,1.0,60.0
Male,53,Non-White,0,7,0,0,13,-1.0,1.0,3,0,1,Low,6,91.0,0.0
Male,43,Non-White,0,1,0,0,4,-39.0,39.0,3,1,2,Low,1,38.0,5.0
Male,26,Non-White,0,8,0,0,4,0.0,0.0,3,1,2,Low,5,1.0,1.0
Male,28,White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,19,White,0,3,0,0,0,-1.0,1.0,3,0,1,Low,6,1.0,0.0
Male,37,Non-White,0,1,0,0,0,0.0,0.0,3,0,1,Low,1,-1.0,0.0
Female,30,White,0,3,0,0,1,-27.0,27.0,2,0,1,Low,2,1.0,0.0
Male,27,Non-White,0,7,0,0,6,0.0,0.0,3,1,2,Low,6,1.0,1.0
Male,39,White,0,5,0,0,9,-1.0,1.0,3,1,2,Low,3,1.0,0.0
Male,37,White,0,4,0,0,4,0.0,0.0,2,1,2,High,3,1.0,35.0
Male,22,White,0,10,0,0,3,0.0,1.0,2,1,3,Low,6,10.0,13.0
Male,42,Non-White,0,1,0,0,1,-10.0,10.0,2,0,1,Low,1,3.0,0.0
Male,25,White,0,6,0,0,0,-1.0,1.0,3,0,1,Low,4,2.0,0.0
Male,39,Non-White,0,1,0,0,2,-75.0,75.0,3,0,1,Low,1,1.0,0.0
Male,26,Non-White,0,5,0,0,1,0.0,0.0,3,0,1,Low,3,1.0,0.0
Female,28,White,0,6,0,0,0,-2.0,2.0,2,0,1,Low,2,1.0,0.0
Male,25,Non-White,0,5,0,0,0,-1.0,1.0,2,1,2,Low,3,1.0,0.0
Male,58,White,0,1,0,0,1,-1.0,1.0,3,0,1,Low,1,3.0,0.0
Male,22,White,0,5,0,0,2,-3.0,3.0,3,0,1,Low,4,3.0,0.0
Female,29,White,0,5,0,0,1,-2.0,2.0,2,1,3,Low,3,2.0,1.0
Male,33,Non-White,0,5,0,0,8,0.0,0.0,3,0,1,Low,3,2.0,0.0
Male,38,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,21,Non-White,0,7,0,0,0,-1.0,1.0,3,0,1,Low,7,1.0,0.0
Male,38,White,0,3,0,0,2,-21.0,21.0,3,0,1,Low,2,19.0,0.0
Male,59,Non-White,0,6,0,0,22,-1.0,1.0,3,1,3,Low,6,69.0,72.0
Male,29,Non-White,0,5,0,0,4,-1.0,1.0,2,1,2,Low,4,1.0,0.0
Male,53,White,0,2,0,0,0,-1.0,1.0,2,1,2,Low,2,3.0,0.0
Male,33,Non-White,0,8,0,0,2,-1.0,1.0,3,1,2,High,7,1.0,1.0
Male,45,White,0,1,0,0,1,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,58,White,0,1,0,0,1,-1.0,2.0,2,0,1,Low,1,1.0,0.0
Female,20,White,0,10,0,0,0,-1.0,1.0,3,0,1,Low,8,385.0,0.0
Male,25,Non-White,0,9,0,2,11,126.0,502.0,3,1,3,Low,8,321.0,321.0
Male,53,White,0,4,0,0,2,-1.0,1.0,3,0,1,Low,2,40.0,0.0
Male,55,White,0,3,0,0,5,-1.0,753.0,3,0,1,Low,4,3.0,0.0
Male,32,White,0,6,0,0,0,-1.0,1.0,2,1,2,Low,8,17.0,1.0
Female,25,White,0,4,0,0,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,44,White,0,1,0,0,1,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,27,Non-White,0,10,0,0,7,0.0,1.0,3,0,1,Low,8,643.0,0.0
Male,35,Non-White,0,8,0,0,6,-1.0,1.0,3,1,3,High,6,10.0,528.0
Male,39,White,0,1,0,0,1,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,36,Non-White,0,9,0,0,1,-14.0,14.0,2,0,1,Low,4,14.0,0.0
Female,42,White,0,4,0,0,5,-1.0,1.0,2,1,3,Low,1,6.0,17.0
Male,37,Non-White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,39,White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,3.0,0.0
Female,52,White,0,1,0,0,3,-25.0,25.0,2,0,1,Low,1,1.0,0.0
Male,42,Non-White,0,7,0,0,10,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,60,Non-White,0,1,0,0,1,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,37,Non-White,0,1,0,0,2,-1.0,1.0,2,1,2,Low,1,1.0,0.0
Male,42,White,0,1,0,0,4,-1.0,1.0,3,1,2,Low,2,17.0,0.0
Male,20,Non-White,0,3,0,0,0,-1.0,1.0,2,0,1,Low,6,1.0,0.0
Male,52,Non-White,3,5,0,0,23,-1.0,0.0,3,0,1,Low,2,392.0,0.0
Male,35,White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,2.0,0.0
Male,23,Non-White,0,6,0,0,6,0.0,0.0,3,1,2,High,7,1.0,58.0
Female,42,Non-White,0,1,0,0,0,-1.0,1.0,2,1,2,Low,1,1.0,1.0
Male,36,White,0,6,0,0,7,-1.0,487.0,2,0,1,Low,6,1.0,0.0
Female,28,White,0,3,0,0,2,-36.0,36.0,3,0,1,Low,2,35.0,0.0
Male,28,Non-White,0,4,0,0,5,0.0,1.0,3,0,1,Low,4,1.0,0.0
Male,38,White,0,5,0,0,12,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Female,43,Non-White,0,2,0,0,2,-1.0,1.0,3,1,3,Low,1,1.0,1.0
Male,45,Non-White,0,2,0,0,6,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,42,Non-White,0,5,0,0,0,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Female,25,White,0,3,0,0,0,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Male,25,White,2,8,12,7,19,-1.0,1.0,3,0,1,Low,9,86.0,0.0
Male,32,Non-White,0,9,0,0,7,0.0,0.0,3,1,3,High,9,37.0,72.0
Male,21,Non-White,0,6,0,0,0,0.0,1.0,3,1,2,Low,7,1.0,0.0
Female,35,White,0,5,0,0,1,-30.0,30.0,2,0,1,Low,2,28.0,0.0
Male,37,White,0,5,0,0,0,-1.0,1.0,3,0,1,Low,3,126.0,0.0
Male,33,Non-White,0,10,3,1,21,-1.0,1.0,3,0,1,Low,8,1.0,0.0
Male,28,Non-White,0,2,0,0,14,0.0,0.0,3,0,1,Low,3,1.0,0.0
Male,33,White,0,2,0,0,2,-2.0,2.0,3,0,1,Low,1,2.0,0.0
Female,33,Non-White,0,2,0,0,2,0.0,0.0,3,0,1,Low,1,1.0,0.0
Female,51,White,0,3,0,0,4,-11.0,11.0,3,0,1,Low,1,8.0,0.0
Male,39,White,0,4,0,0,3,-1.0,1.0,3,1,3,Low,2,2.0,9.0
Male,35,Non-White,0,6,0,0,5,-1.0,1.0,2,1,2,High,6,2.0,1.0
Male,40,Non-White,0,7,0,0,3,-1.0,1.0,3,0,1,Low,8,13.0,0.0
Male,32,Non-White,0,8,0,0,17,0.0,0.0,3,1,2,Low,2,1.0,0.0
Male,18,White,5,8,0,0,4,85.0,32.0,3,1,3,Low,8,1.0,0.0
Male,32,White,0,6,0,0,3,0.0,1.0,3,1,3,Low,2,-1.0,10.0
Male,37,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,32,Non-White,0,6,0,0,10,-1.0,1.0,3,1,2,Low,2,1.0,0.0
Female,25,Non-White,0,4,0,1,0,0.0,1.0,2,0,1,Low,4,1.0,0.0
Male,47,White,0,3,0,0,5,0.0,0.0,2,1,3,High,2,1.0,12.0
Female,23,White,0,7,0,0,0,-1.0,1.0,2,0,1,Low,5,1.0,0.0
Male,63,White,0,4,0,0,10,0.0,0.0,3,1,2,High,1,2.0,30.0
Male,38,Non-White,0,9,1,0,16,-1.0,1.0,3,1,3,High,10,241.0,134.0
Male,24,Non-White,0,9,0,0,5,-1.0,1.0,3,0,1,Low,9,168.0,0.0
Male,32,Non-White,0,5,0,0,6,-1.0,1.0,2,1,2,Low,4,2.0,1.0
Male,31,Non-White,0,8,0,0,4,-1.0,1.0,3,1,3,High,3,24.0,25.0
Male,25,White,0,3,0,1,0,-1.0,1.0,2,0,1,Low,4,1.0,0.0
Male,34,Non-White,0,1,0,0,0,0.0,0.0,2,0,1,Low,1,1.0,0.0
Male,23,Non-White,0,3,0,0,0,0.0,1.0,3,0,1,Low,3,1.0,0.0
Male,38,Non-White,0,5,0,0,1,-1.0,1.0,2,0,1,Low,2,126.0,0.0
Female,47,White,0,1,0,0,0,-3.0,3.0,2,0,1,Low,1,1.0,0.0
Male,33,White,0,8,0,0,1,-1.0,1.0,3,1,2,Low,4,10.0,0.0
Male,35,Non-White,0,8,0,0,5,-1.0,1.0,3,0,1,Low,5,34.0,0.0
Male,22,White,0,4,0,0,1,-11.0,11.0,3,1,2,Low,5,8.0,0.0
Male,26,White,0,3,0,0,1,318.0,177.0,2,0,1,Low,4,7.0,0.0
Male,40,White,0,1,0,0,0,-1.0,1.0,2,1,2,Low,1,1.0,0.0
Male,36,Non-White,10,7,0,0,14,-1.0,1.0,3,1,2,Low,5,173.0,368.0
Male,46,Non-White,0,1,0,0,1,-9.0,9.0,3,0,1,Low,1,15.0,0.0
Female,65,White,0,1,0,0,0,0.0,1.0,2,0,1,Low,1,1.0,0.0
Male,44,White,0,5,0,0,4,-231.0,231.0,2,1,2,Low,5,1.0,39.0
Female,22,Non-White,0,3,0,0,0,-1.0,1.0,2,0,1,Low,4,1.0,0.0
Male,34,Non-White,0,1,0,0,0,0.0,0.0,2,0,1,Low,1,1.0,0.0
Female,38,Non-White,0,1,0,0,0,-1.0,2.0,3,0,1,Low,1,1.0,0.0
Female,26,White,0,3,0,0,4,-2.0,2.0,3,1,2,Low,3,1.0,0.0
Male,20,Non-White,0,4,0,0,0,-1.0,1.0,2,1,3,Low,6,23.0,50.0
Female,29,White,0,7,0,0,3,-1.0,318.0,2,0,1,Low,4,1.0,0.0
Male,49,Non-White,0,1,0,0,0,-3.0,3.0,3,0,1,Low,1,1.0,0.0
Male,35,White,0,2,0,0,1,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,31,Non-White,0,1,0,0,3,-118.0,119.0,3,0,1,Low,2,117.0,0.0
Male,44,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,4.0,0.0
Male,56,Non-White,0,4,0,0,7,-167.0,167.0,3,0,1,Low,4,49.0,0.0
Male,25,White,0,2,0,0,1,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,28,Non-White,0,2,0,0,1,0.0,0.0,3,0,1,Low,3,1.0,0.0
Male,34,Non-White,0,1,0,0,2,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,52,White,0,9,0,0,2,0.0,0.0,3,1,3,Low,1,4.0,306.0
Male,25,Non-White,0,2,0,0,2,-1.0,1.0,2,1,2,Low,3,1.0,1.0
Male,33,Non-White,0,4,1,0,5,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,23,Non-White,0,3,0,0,0,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,34,Non-White,0,1,0,0,5,-1.0,1.0,3,0,1,Low,2,4.0,0.0
Male,33,Non-White,0,1,0,0,1,-1.0,1.0,2,1,2,Low,2,1.0,0.0
Male,21,Non-White,0,7,1,2,1,-1.0,1.0,3,0,1,Low,9,1.0,0.0
Male,46,Non-White,0,4,0,0,9,-1.0,1.0,3,0,1,Low,2,5.0,0.0
Male,22,Non-White,0,6,0,0,2,250.0,105.0,2,1,2,High,6,78.0,79.0
Male,57,White,0,4,0,0,1,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Male,22,Non-White,0,3,0,1,2,0.0,0.0,3,1,2,Low,6,1.0,118.0
Female,48,White,0,1,0,0,1,-1.0,1.0,2,1,2,Low,1,1.0,47.0
Male,40,Non-White,0,5,0,0,21,-1.0,1.0,3,0,1,Low,3,29.0,0.0
Female,30,Non-White,0,2,0,0,1,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,21,White,0,7,1,0,4,-1.0,1.0,2,1,3,High,6,33.0,242.0
Female,39,Non-White,0,10,2,0,22,-1.0,1.0,3,1,2,High,3,3.0,0.0
Male,27,White,0,6,0,0,13,-175.0,89.0,3,1,3,Low,3,70.0,0.0
Female,33,White,0,6,0,0,0,-1.0,1.0,2,1,2,Low,3,1.0,0.0
Male,24,Non-White,0,3,0,0,0,0.0,2.0,3,0,1,Low,4,-1.0,0.0
Male,43,Non-White,0,1,0,0,0,-1.0,1.0,3,1,2,Low,1,1.0,0.0
Female,45,White,0,1,0,0,0,0.0,0.0,2,0,1,Low,1,1.0,0.0
Male,28,White,0,3,0,0,0,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,51,Non-White,0,3,0,0,3,-18.0,18.0,3,0,1,Low,2,2.0,0.0
Female,35,Non-White,0,2,0,0,2,-95.0,95.0,3,1,2,Low,1,31.0,24.0
Male,31,Non-White,0,7,0,0,9,-1.0,1.0,2,1,2,Low,3,1.0,0.0
Male,27,White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Male,32,Non-White,0,2,0,0,1,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,49,White,0,1,0,0,0,-3.0,3.0,2,0,1,Low,1,1.0,0.0
Female,44,Non-White,0,1,0,0,0,0.0,1.0,2,0,1,Low,1,1.0,0.0
Male,29,Non-White,0,3,0,0,2,-1.0,1.0,3,0,1,Low,2,27.0,0.0
Male,29,Non-White,0,1,0,0,1,-52.0,52.0,3,0,1,Low,2,43.0,0.0
Female,52,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,23,Non-White,0,6,1,0,2,-1.0,1.0,3,1,3,Low,5,1.0,0.0
Male,30,Non-White,0,3,0,0,6,-1.0,1.0,2,1,2,Low,2,1.0,0.0
Male,55,Non-White,0,6,0,0,12,-69.0,70.0,3,1,3,High,2,69.0,78.0
Male,19,Non-White,0,3,0,0,1,-3.0,3.0,3,0,1,Low,7,1.0,0.0
Male,30,White,0,4,0,0,0,0.0,1.0,2,0,1,Low,5,56.0,0.0
Male,34,Non-White,0,4,0,0,13,-1.0,1.0,3,1,2,Low,1,1.0,1.0
Male,56,White,0,1,0,0,2,-39.0,39.0,3,0,1,Low,1,1.0,0.0
Male,33,Non-White,0,6,0,0,4,0.0,1.0,3,0,1,Low,2,-1.0,0.0
Male,28,Non-White,0,2,0,0,1,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Female,42,Non-White,0,7,0,0,5,0.0,0.0,2,0,1,Low,4,170.0,0.0
Male,29,Non-White,0,8,0,0,1,-1.0,1.0,3,0,1,Low,8,40.0,0.0
Male,38,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,37,White,0,3,0,0,0,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Female,33,White,0,1,0,0,0,-1.0,1.0,2,1,2,Low,1,1.0,0.0
Male,30,Non-White,0,2,0,0,0,0.0,0.0,3,0,1,Low,2,1.0,0.0
Male,40,Non-White,0,1,0,0,0,-6.0,6.0,3,0,1,Low,1,6.0,0.0
Male,51,Non-White,1,9,0,1,19,-1.0,1.0,3,0,1,Low,4,13.0,0.0
Female,42,Non-White,0,9,0,0,3,-1.0,1.0,3,0,1,Low,3,32.0,0.0
Male,65,Non-White,0,5,0,0,7,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Female,32,Non-White,0,1,0,0,1,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Female,38,White,0,3,0,0,5,11.0,15.0,3,0,1,Low,1,7.0,0.0
Male,23,Non-White,0,7,0,0,0,-1.0,1.0,3,0,1,Low,8,148.0,0.0
Male,38,White,0,7,0,0,5,-2.0,3.0,3,1,3,Low,2,1.0,39.0
Male,35,Non-White,0,4,0,0,1,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,57,White,0,1,0,0,1,-26.0,26.0,3,0,1,Low,1,1.0,0.0
Male,25,Non-White,0,10,0,0,1,0.0,1.0,3,0,1,Low,9,144.0,0.0
Male,26,White,0,3,0,0,1,0.0,1.0,3,0,1,Low,3,-1.0,0.0
Male,39,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,2,2.0,0.0
Female,23,Non-White,0,8,3,1,7,-228.0,199.0,2,1,2,High,5,1.0,36.0
Female,36,Non-White,2,6,0,0,4,-1.0,1.0,2,1,2,High,3,1.0,0.0
Female,25,Non-White,0,4,0,0,7,-1.0,1.0,3,0,1,Low,3,2.0,0.0
Female,31,White,0,4,0,0,1,-1.0,1.0,3,0,1,Low,2,2.0,0.0
Female,33,Non-White,0,4,0,0,2,-10.0,10.0,3,1,3,Low,2,9.0,1.0
Male,40,White,0,2,0,0,2,0.0,1.0,3,0,1,Low,2,1.0,0.0
Male,35,White,0,5,0,0,3,-1.0,1.0,3,1,2,High,3,1.0,55.0
Male,33,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Female,26,Non-White,0,8,0,0,0,-1.0,1.0,2,0,1,Low,5,1.0,0.0
Male,47,White,0,1,0,0,0,0.0,0.0,2,0,1,Low,1,1.0,0.0
Male,55,Non-White,0,1,0,0,2,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Female,53,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,22,White,0,7,0,0,0,0.0,1.0,3,0,1,Low,6,1.0,0.0
Male,35,White,0,4,0,0,1,-15.0,16.0,2,1,2,Low,1,4.0,0.0
Female,36,Non-White,0,3,0,0,1,-1.0,1.0,3,1,2,High,2,1.0,23.0
Male,33,Non-White,0,1,0,0,0,0.0,0.0,2,0,1,Low,1,1.0,0.0
Female,25,White,0,3,0,0,0,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Male,38,White,0,4,0,0,1,-38.0,38.0,3,0,1,Low,2,37.0,0.0
Male,52,Non-White,0,6,0,0,10,0.0,1.0,3,0,1,Low,7,149.0,0.0
Male,58,White,0,8,0,0,2,343.0,316.0,3,0,1,Low,6,160.0,0.0
Male,23,Non-White,0,7,0,0,3,249.0,292.0,2,1,3,High,8,276.0,277.0
Male,34,Non-White,0,3,0,0,7,-245.0,110.0,2,0,1,Low,2,7.0,0.0
Male,51,White,0,3,0,0,6,0.0,0.0,3,1,3,Low,2,2.0,33.0
Male,29,White,0,6,0,0,2,-1.0,1.0,3,0,1,Low,4,43.0,0.0
Male,58,Non-White,0,9,0,0,20,-138.0,127.0,3,0,1,Low,4,102.0,0.0
Male,24,Non-White,0,8,0,4,8,-1.0,1.0,3,1,3,Low,8,214.0,0.0
Male,32,White,0,2,0,0,0,-1.0,1.0,3,1,3,Low,1,1.0,0.0
Female,39,Non-White,0,4,0,0,1,-15.0,15.0,3,0,1,Low,1,14.0,0.0
Male,43,Non-White,0,7,0,0,8,-1.0,1.0,3,1,2,Low,5,348.0,74.0
Male,45,Non-White,1,7,0,1,20,-1.0,0.0,2,1,3,Low,2,46.0,33.0
Male,42,Non-White,0,5,0,0,10,-1.0,17.0,2,1,2,High,1,1.0,7.0
Male,22,Non-White,0,7,0,0,1,-1.0,1.0,3,1,3,Low,5,6.0,0.0
Male,49,Non-White,0,4,0,0,4,-26.0,26.0,3,0,1,Low,1,1.0,0.0
Male,42,Non-White,0,1,0,0,0,-3.0,4.0,3,1,3,Low,1,33.0,33.0
Male,40,White,0,8,0,0,0,-1.0,1.0,2,1,3,High,10,29.0,0.0
Male,40,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,25,Non-White,0,7,1,0,2,-1.0,1.0,3,1,3,Low,3,1.0,1.0
Male,25,White,0,5,0,0,0,-1.0,2.0,2,1,2,Low,3,2.0,3.0
Male,23,Non-White,0,5,0,0,0,-1.0,1.0,3,0,1,Low,7,2.0,0.0
Male,21,White,0,7,0,0,2,-1.0,1.0,3,1,3,Low,7,1.0,1.0
Male,31,White,0,5,0,0,3,0.0,0.0,2,0,1,Low,4,1.0,0.0
Female,37,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Female,36,Non-White,0,2,0,0,1,-4.0,4.0,2,0,1,Low,1,1.0,0.0
Female,28,Non-White,0,2,0,0,0,0.0,0.0,2,0,1,Low,2,1.0,0.0
Male,24,Non-White,0,9,0,0,11,-1.0,1.0,3,1,2,Low,5,51.0,4.0
Male,45,White,0,1,0,0,0,0.0,0.0,3,0,1,Low,1,37.0,0.0
Male,23,Non-White,0,4,0,0,2,-1.0,1.0,2,1,2,Low,4,1.0,1.0
Male,39,Non-White,0,8,0,0,7,0.0,1.0,3,1,3,High,6,1.0,35.0
Male,25,Non-White,0,2,1,1,2,0.0,0.0,2,0,1,Low,2,1.0,0.0
Male,25,White,0,4,0,0,2,-63.0,63.0,3,0,1,Low,4,42.0,0.0
Male,24,Non-White,0,2,1,0,1,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,46,White,0,1,0,0,1,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,47,White,0,1,0,0,3,-1.0,1.0,3,0,1,Low,1,2.0,0.0
Male,54,White,0,4,0,0,2,66.0,101.0,2,1,2,High,3,-1.0,1.0
Male,22,Non-White,0,4,0,1,1,-1.0,1.0,2,1,2,Low,5,1.0,0.0
Female,34,White,0,2,0,0,0,-2.0,2.0,2,0,1,Low,1,1.0,0.0
Male,33,White,0,1,0,0,0,0.0,0.0,2,1,2,Low,1,1.0,1.0
Male,35,Non-White,0,4,0,0,7,-1.0,1.0,3,0,1,Low,4,5.0,0.0
Male,26,Non-White,0,6,0,0,1,99.0,214.0,3,0,1,Low,7,22.0,0.0
Male,29,Non-White,0,10,0,1,16,-1.0,1.0,3,1,2,Low,8,1.0,0.0
Female,38,Non-White,0,1,0,0,1,0.0,0.0,3,0,1,Low,1,-1.0,0.0
Male,26,Non-White,0,5,0,1,3,-1.0,1.0,3,0,1,Low,6,1.0,0.0
Male,34,Non-White,0,2,0,0,3,-6.0,6.0,2,0,1,Low,2,5.0,0.0
